name	city	code	host	address
Team Octopus Sandy Springs	Sandy Springs	GA	mmaatl.com	6450 Roswell Rd Suite C
Knuckle Up Fitness	Sandy Springs	GA	knuckleupfitness.com	4540 Roswell Rd
Alex Daltro Jiu-Jitsu	Dacula	GA	facebook.com	1342 Auburn Rd
AllAmbition Brazilian Jiu Jitsu	Cartersville	GA	allambitionbjj.com	121 E Felton Rd
Team Octopus Cartersville	Cartersville	GA	mmaatl.com	801 West Avenue
Greubel's MMA of Grovetown	Grovetown	GA	grovetownmartialarts.com	619 E Robinson Ave
Liberty Jiu-Jitsu Grovetown	Grovetown	GA	libertybjj.community	5045 Parham Road Unit 10
Francis Fong Martial Arts Academy (Gracie BJJ)	Johns Creek	GA	francisfongacademy.com	11035 Medlock Bridge Rd #10
SPARTAK Atlanta - Judo, BJJ, and Fitness	Johns Creek	GA	spartakatl.com	11130 State Bridge Rd Suite B105-106
Pit Bull MMA	Hinesville	GA	pitbullmma.org	445 Elma G Miles Pkwy Ste 101-102
Team Kalista Martial Arts	Hinesville	GA	teamkalistamartialarts.wodify.com	809 Willowbrook Dr Suite 112
Independent MMA & Fitness	McDonough	GA	independentmmafitness.com	235 McDonough Pkwy
Smith Brazilian Jiu-Jitsu	McDonough	GA	smithbjj.com	1461 Hwy 20 W
Academy of Athletics (AOA)	Rossville	GA	facebook.com	506 Chickamauga Ave
Agoge Combatives	Rossville	GA	agogecombatives.com	95 Hunt Dr
Hanto Jiu-Jitsu Academy	Statesboro	GA	hantojiu-jitsuacademy.com	409 Clairborne Ave
Fit to Fight Georgia	Statesboro	GA		1263 S&S Railroad Bed Trail
Proboxing, MMA Villa Rica	Villa Rica	GA	ifa-fitnessclass.business.site	Harlan Lane Rd
Independent MMA & Fitness - Villa Rica	Villa Rica	GA	independentvillarica.com	901 S Carroll Rd A
Thrive Jiu Jitsu & Fitness	Tifton	GA	thrivejj.com	120 W 3rd St E
Redemption Martial Arts Academy	Tifton	GA	martialartstifton.com	201 Central Ave
KnuckleUp MMA & Fitness	Douglasville	GA	knuckleupfitness.com	4040 Chapel Hill Rd
Apex MMA Covington	Covington	GA	apexconyers.com	288 County Line Rd W
Ruff House Boxing and MMA	Covington	GA	ruffhouseboxing.com	4111A West Robinson St
Team Octopus Chamblee	Chamblee	GA	mmaatl.com	3695 Longview Drive, Suite #A
Fit to Fight Atlanta	Chamblee	GA	ftfatl.com	3308 Laventure Dr B160
Kyle Fogel Brazilian Jiu Jitsu	Sugar Hill	GA	sugarhillbjj.com	5009 W Broad St NE
Legacy MMA Club Sugar Hill	Sugar Hill	GA	legacymmaclub.com	225 Peachtree Industrial Blvd Suite 105
Coastal Combatives	Pooler	GA	coastalcombatives.com	45 Columbia Drive Suite 300
Redline MMA	Pooler	GA	redlinemma.com	428 US Highway 80 E
Americus Martial Arts Academy	Americus	GA	americusmartialartsacademy.com	417 W Forsyth St
Port City Jiu Jitsu	Bainbridge	GA		711 E Calhoun St
Iron Forge Jiu Jitsu	Blackshear	GA	facebook.com	3412 US Highway 84
Burton Brazilian Jiu Jitsu	Byron	GA	burtonbrazilianjiujitsu.com	110 Gralan Dr B
Devine Jiu Jitsu - Brunswick	Brunswick	GA	devinejiujitsu.com	355 Mall Blvd
Gracie Barra Blue Ridge	Blue Ridge	GA	graciebarra.com	21 High Park Dr
Gracie Jiu-Jitsu Athens at American Black Belt Academy	Bogart	GA	athensjiujitsu.com	165 Ben Burton Rd Ste D
Southeast Jiu Jitsu	Baxley	GA	facebook.com	51 NE Park Avenue
Miller Martial Arts (American Top Team Warner Robins)	Bonaire	GA	millermartialarts.us	405 Hwy 96 Suite 700
Iron Wolf Academy	Braselton	GA		1247 Tuscany Dr Suite D
Tect Center	Eastman	GA		5110 2nd Ave
Alliance Martial Arts Center	Dunwoody	GA	alliancebjj.com	4630 North Shallowford Rd
Blalock International Mixed Martial Arts Academy	Fort Oglethorpe	GA	blalocksimb.com	747 Battlefield Pkwy
Rolling Panda Brazilian Jiu Jitsu	Hiram	GA	rollingpandabjj.com	10 Sparks Dr
Invictus Brazilian Jiu Jitsu & Defensive Arts	Hoboken	GA	invictusbjj.online	4869 W Main St Suite D
Southpaw Fitness	Kathleen	GA	southpawfitness.com	820A GA-247 Suite 2
Independent MMA & Fitness of Newnan	Newnan	GA	independentmmafitness-newnan.com	40 Greenway Ct
Gracie Jiu-Jitsu Newnan	Newnan	GA	gracienewnan.com	26 West Court Square
Alliance Richmond Hill Brazilian Jiu Jitsu	Richmond Hill	GA	facebook.com	11262 Ford Ave
KravHIIT Martial Arts & Fitness Academy	Rincon	GA	kravhiit.us	5940 GA-21
Tekniques Brazilian Jiu-Jitsu & Fitness	Powder Springs	GA	tekniquesbjj.com	5780 CH James Pkwy, Suite 130
Scramble Brazilian Jiu Jitsu and Wrestling	Rome	GA	scramblebrazilianjiujitsuandwrestling.blogspot.com	216 Broad St
Helix Brazilian Jiu-Jitsu	Snellville	GA	facebook.com	2073 Westside Ct A
Temporal Brazilian Jiu Jitsu Academy	Stonecrest	GA	temporalbjj.com	8052 Mall Pkwy Suite 203
Elite Academy of Martial Arts	Stone Mountain	GA	eliteacademyofmartialarts.com	1835 E Park Pl Blvd Suite 115
Megalodon MMA	Watkinsville	GA	megalodonmma.com	1071 Jamestown Blvd, Unit E-7
Sylvester Jiu-Jitsu Academy	Sylvester	GA	sylvesterjiujitsu.com	101B N Washington St
Zanshin South Gracie Jiu Jitsu	Warner Robins	GA	zanshinsouthgraciejiujitsu.com	233 N Houston Road
Serra BJJ Milledgeville	Milledgeville	GA	trainwithmamma.com	1067 South Wayne St
American Top Team Valdosta	Valdosta	GA	att229.com	4354 Valnorth Dr
Ohana Jiu-Jitsu	Hahira	GA	ohanajiu-jitsu.com	106 South Church St
GB Ellijay	Ellijay	GA	graciebarra.com	81 Ward Ln
Hybrid Fitness MMA	Between	GA		212 W Spring St
Full Throttle Fitness	Flowery Branch	GA	fullthrottleoakwood.com	3616 Atlanta Hwy Suite 900
Creighton MMA & Fitness Academy	Suwanee	GA	paulcreighton.com	460 Brogdon Road, Suite 200
Southeast Martial Arts Center	Waycross	GA	southeastmartialartscenter.com	515D S City Blvd
Rise Up BJJ	Kennesaw	GA	riseupbjj.com	3940 Cherokee Street NW Suite 201
GB Dawsonville	Dawsonville	GA	gbdawsonville.com	
Leadership Martial Arts	Charlotte	NC	leadershipma.com	9928 S Tryon St
Arte Suave Jiujitsu Academy	Charlotte	NC	artesuavejiujitsuacademy.com	13340 S Point Blvd
SMA Academy Martial Arts	Charlotte	NC	smamartialarts.com	11914 Elm Ln #160
ECF Martial Arts & Fitness / Brazilian Top Team BTT Charlotte	Charlotte	NC	eastcoastfighter.com	4311 South Blvd Ste A
Fight Sports Charlotte	Charlotte	NC	fightsportscharlotte.com	15033 Ballancroft Pkwy #206
Atos Jiu Jitsu of Charlotte	Charlotte	NC	martialartscharlottenc.com	11108 S Tryon St
Cornerstone Brazilian Jiu Jitsu	Fayetteville	NC	cornerstonebjj.com	3724 Sycamore Dairy Rd #120
DualForces 001 Brazilian Jiu-Jitsu	Fayetteville	NC	dualforces.com	443 Franklin St
Martial Arts of NC	Fayetteville	NC	martialartsofnc.com	839 Elm St
Bull City Brazilian Jiu Jitsu	Durham	NC	bullcitybjj.com	4015 University Dr
Pitbull Martial Arts Center-USA	Durham	NC	pmacusamma.com	800 N Mangum St
United Thai Boxing & MMA	Durham	NC		4900 NC-55 Ste 485
Elevate MMA Academy	Durham	NC	elevatemmaacademy.com	2945 South Miami Boulevard Ste 116 & 117
Gracie Jiu Jitsu Durham	Durham	NC	graciejiujitsudurham.com	4908 Hillsborough Rd
TKF MMA	Durham	NC	tkfmma.com	4228 Garrett Rd
Team Rubao Carioca BJJ	Durham	NC	facebook.com	3315 Guess Rd #8
Pure1 MMA & Muay Thai	Durham	NC	facebook.com	3400 Westgate Dr
Saunders Brazilian Jiu-Jitsu	Durham	NC	saundersbjj.com	1725 Carpenter Fletcher Rd Suite #111
G13 Brazilian Jiu Jitsu HQ US	Cary	NC	g13bjj.us	250 Nottingham Dr
TFTC Academy Cary	Cary	NC	carymma.com	6426 Tryon Rd
Verity Brazilian Jiu-Jitsu	Cary	NC	veritybjj.com	829 Bass Pro Ln
Cary Brazilian Jiu-Jitsu	Cary	NC	caryjiujitsu.com	8316 Chapel Hill Rd
Team Casarez Jiu-Jitsu	Cary	NC	casarezbjj.com	253 Grande Heights Dr
Royce Gracie Jiu Jitsu Cary	Cary	NC	roycegraciecary.com	339 Sembler Ln
Ancient Arts Family Karate and Ju-Jitsu Academy	Cary	NC	aaafamilykarate.com	1985 High House Rd
Irongrip Jiu Jitsu	Raleigh	NC	irongripjiujitsu.com	731 W Hargett St
Fight Flow Academy	Raleigh	NC	fightflowmma.com	900 E Six Forks Rd
Royce Gracie Jiu Jitsu Academy of Raleigh	Raleigh	NC	roycegracienc.com	5243 Capital Blvd
Top Martial Arts and Fitness	Pineville	NC	tmacharlotte.com	525 N Polk St
Ethos BJJ	Wilmington	NC	ubjjnc.com	5424 Oleander Dr #6
The Jiu Jitsu Institute	Wilmington	NC	thejji.com	5208 Carolina Beach Rd, Suite 102
SaltyDog Jiu Jitsu	Wilmington	NC	portcitymmafitness.com	6500 Windmill Way E2
Ravensguard BJJ Academy	Wilmington	NC	ravensguardacademy.com	2010 N Kerr Ave
Martial Arts and More of Wilmington (Team JBM BJJ)	Wilmington	NC	martialartswilmingtonnc.com	4545 Technology Dr Unit 2
Brunson's MMA & Fitness	Wilmington	NC	brunsonsmmaandfitness.com	3500 Oleander Dr
BJJ High Point (at Tiger Rock Martial Arts)	High Point	NC	bjjhighpoint.com	3755 Admiral Dr #104
Battle Born BJJ and MMA	High Point	NC	battlebornbjjandmma.com	3798 Samet Dr
Edge Fitness and Combat Arts	High Point	NC	edgefitnessllc.com	5250 High Point Rd
Ecos BJJ	High Point	NC	ecosgroups.com	3303 N Main St
Evolution Fight Academy	High Point	NC	evolutionfightacademy.com	274 Eastchester Suite 122
R&D Academy of Self Defense (Gracie Humaita WSNC & Nito Judo Club)	Winston-Salem	NC	myrdacademy.com	4755 Commercial Plaza Street
Ground Control BJJ And MMA	Winston-Salem	NC		3800 Reynolda Rd #210
Union Martial Arts	Indian Trail	NC	unionmartialarts.com	1501-B Waxhaw Indian Trail Rd
Art of Motion Jiu Jitsu	Indian Trail	NC	aomjj.com	4400 Indian Trail Fairview Rd
Carolina Combat Sports and Fitness	Indian Trail	NC	carolinacombatsports.com	1221 Technology Dr Unit D
4M Fitness Indian Trail	Indian Trail	NC	4mfit.com	2021 Van Buren Ave
Spangler Brazilian Jiu Jitsu Academy	Apex	NC	carybjj.com	526 E Williams St
Open Guard BJJ	Apex	NC	openguardbjj.com	737 Center St
GB Asheville	Asheville	NC	graciebarra.com	347 New Leicester Hwy A
Rogue Combat Club	Asheville	NC	roguecombatclub.com	811 Tunnel Rd
Open Source Jiu-Jitsu	Asheville	NC	osbjj.net	357 Gorman Bridge Rd
Chuva Brazilian Jiu Jitsu	Clayton	NC	chuvabjj.com	11671 US 70 Business
TFTC Academy BJJ and Kickboxing	Clayton	NC	tftcacademy.com	97 Anna Place Ste 101
FTF Fitness and Self Defense	Gastonia	NC	ftfgastonia.com	1122 E Hudson Blvd Ste 1
McGinnis Academy of Martial Arts	Gastonia	NC	mcginnisacademyofmartialarts.com	5106 A Wilkinson Blvd
Hayastan MMA Charlotte	Matthews	NC	hayastanmma.com	1307 Matthews-Mint Hill Rd B
Satsuma Jiu Jitsu	Matthews	NC	satsumaspiders.com	2246C Stevens Mill Rd
Crossface MMA	Cornelius	NC	crossface.net	20801 Torrence Chapel Road
GB Lake Norman	Cornelius	NC	gblakenorman.com	11020 Bailey Road
Champions Judo	Cornelius	NC	championsjudo.com	18831 Statesville Rd
Octagon MMA & Krav Maga	Greensboro	NC	octagongymgso.com	5223-A West Market St
GB Greensboro	Greensboro	NC	greensborojiujitsu.com	901 Norwalk Street F
Chapel Hill Quest Martial Arts	Chapel Hill	NC	chquestcenter.com	6118-J Farrington Rd
Beacon Mixed Martial Arts	Chapel Hill	NC	chapelhillmma.com	40150 Moring
Chapel Hill Gracie Jiu Jitsu	Chapel Hill	NC	chapelhilljiujitsu.net	1728 Fordham Blvd
Fight to Win Jiu Jitsu Asheville	Arden	NC	ftwbjjasheville.com	15 Glenn Willow Dr Unit 77
American Top Team Asheville	Arden	NC	americantopteamasheville.com	375 Rockwood Rd
CTA BJJ MMA	East Flat Rock	NC	ctabjjmma.com	2115 Spartanburg Hwy B
Triangle Jiu-Jitsu Academy	Goldsboro	NC	trianglejj.com	188 NC 581 Hwy South
Marshall's MMA - American Brutality Fight Team	Goldsboro	NC	graciegoldsboro.com	112 N Berkeley Blvd I
Atlantic MMA	Hickory	NC	fightforitcompany.com	1012 3rd Ave Dr NW
Fenix Jiu Jitsu	Hickory	NC	fenixjiujitsu.com	841 8th Ave NE
GB Knightdale	Knightdale	NC	gbknightdale.com	827 North Smithfield Road
Team Raines Brazilian Jiu-Jitsu	Knightdale	NC	facebook.com	102 S First Ave
Gracie Jiu-Jitsu Monroe	Monroe	NC	graciejiujitsumonroe.com	1900-A W Roosevelt Blvd
Zen Jiu-Jitsu & Fitness	Monroe	NC	zenjiujitsucharlotte.com	4612 W Hwy 74 Ste E
Moreno BJJ	New Bern	NC	morenobjj.com	201 Kale Rd
Walters Brazilian Jiu-Jitsu	New Bern	NC	waltersjiujitsu.com	
Gustavo Machado Brazilian Jiu-Jitsu Rocky Mount	Rocky Mount	NC	gmbjjrm.com	1155 Jeffreys Rd
School of Fighting Arts	Thomasville	NC	schooloffightingarts.com	27 W Main St #200
Gustavo Machado Brazilian Jiu Jitsu Wilson	Wilson	NC	gmbjjwnc68.com	3475 Airport Blvd NW
Pendergrass BJJ Academy	Wake Forest	NC	bjjnc.com	12339-104 Wake Union Church Road
Inmortales MMA, Self Defense & Fitness	Wake Forest	NC	inmortalesmma.com	5101 Unicon Dr Suite M
CJJF North Carolina	Burlington	NC	cjjfnorthcarolina.com	625 N Park Ave
Gracie Burlington Jiu Jitsu	Burlington	NC	gracieburlington.com	2322-A S Church St
Devine Jiu Jitsu and Team R.O.C MMA	Albemarle	NC		461 W Main St
Triad Brazilian Jiu-Jitsu	Archdale	NC	triadbjj.com	10134 N Main St
Kamicuozzi MMA & Fitness	Eden	NC		224 The Blvd
Fusion Jiu Jitsu	Forest City	NC	fusionjiujitsu.com	671 Oak St Suite 208
Schell Shock BJJ Martial Arts	Fuquay-Varina	NC	schellshockbjj.com	6109 NC-55 #133
Crest Brazilian Jiu Jitsu	Hampstead	NC	bjjhampstead.com	15916 US-17
Honest Grappling Company	Kannapolis	NC	honestgrappling.com	1772 Dale Earnhardt Blvd
CXBJJ Academy	Hubert	NC	cxbjjnc.com	400 Hubert Blvd
Warrior Fitness Center Laurinburg	Laurinburg	NC	laurinburgbjj.com	305 S Main St
Titan Brazilian Jiu Jitsu	Marion	NC	facebook.com	29 Logan St
Groundstone Brazilian Jiu Jitsu	Sneads Ferry	NC	groundstonebjj.com	1031 Old Folkstone Rd
BC Kickboxing & BJJ	Waxhaw	NC	bckickboxingbjj.com	27292 Waxhaw Pkwy Unit C
Basulto Academy Of Defense	Waynesville	NC	wncbjj.com	218 Branner Avenue
Evolution MMA Academy	Wrightsville Beach	NC	evolutionmixedmartialarts.com	38 North Lumina Ave
Team Luiz Palhares Gracie Jiu-Jitsu	Elizabeth City	NC	tinsleyfamilymartialarts.com	306 W Grice St
SAGA Combat Systems	Lincolnton	NC	sagacombat.com	625 N Aspen St
Gracie Barra - Spring Lake	Spring Lake	NC	gbspringlake.com	835 Whispering Pines Drive
Embrace Jiu Jitsu	Wake Forest	NC	embracemartialarts.com	1608 Heritage Commerce Ct #100
EC Fitness - East Carolina Brazilian Jiu Jitsu	Winterville	NC	eastcarolinabjj.com	4776-A Reedy Branch Rd
Blue Ridge Jiu Jitsu	Mills River	NC	blueridgejj.com	6424 Boylston Hwy
GB Sanford	Sanford	NC	aresbjjsanford.com	2540 Lee Ave
Fight to Win Lake Norman	Denver	NC	ftwlkn.com	7558 Hwy 73 Ste 101
Gracie Lake Norman Brazilian Jiu-Jitsu	Mooresville	NC	gracielakenorman.com	148 Lugnut Ln Ste 202
Fight To Win Brazilian Jiu Jitsu Concord	Concord	NC	ftwbjjacademy.com	8230 Poplar Tent Rd Unit 102
All-American Martial Arts Academy	Greenville	NC	groundgrappling.com	427 Evans Street
Royce Gracie Jiu Jitsu Network of Charlotte	Harrisburg	NC	graciecharlotte.com	4947 North Carolina 49
Raleigh Institute of Martial Arts	Raleigh	NC	4kickbox.com	4821 Hargrove Rd
Revolution Modern Martial Arts	Clayton	NC	revolutionselfdefense.com	8970 US-70 Bus
Warrior Life Martial Arts	Asheboro	NC	warriorlifemartialarts.com	135 Sunset Ave
BodyShot Combat & Fitness	Lowell	NC	bodyshotcc.com	188 W 3rd St
36 Chambers Martial Arts and Fitness	Holly Springs	NC	36chambersnc.com	171 Tradition Trail Suite 204
Martial Arts Academy of Southern Pines	Southern Pines	NC	maaspi.com	110 Pinehurst Ave
Glory Martial Arts and Fitness	Sylva	NC	facebook.com	58 A Sunrise Park
Gladiator Martial Arts	Statesville	NC	facebook.com	121 Mt Hermon Rd
Casa of Jiu Jitsu	Ansonia	CT	casabjj.com	240 Main St
Shetucket Valley Judo and Sambo	Baltic	CT	judoct.com	118 W Main St
Relson Gracie Jiu-Jitsu Academy	Berlin	CT	relsongraciejjct.com	100 Webster Square Rd
Caio Magalhaes Brazilian Jiu-Jitsu & Self Defense	Bethel	CT	caiomagalhaes-brazilian-jiu-jitsu-self-defense.negocio.site	32 Stony Hill Rd
Teixeira MMA & Fitness	Bethel	CT	teixeirammaandfitness.com	32 Stony Hill Road
Cruvinel Brothers Mixed Martial Arts Academy	Bridgeport	CT	cruvinelbros.com	2710 North Ave
Joao Luz BJJ	Bridgeport	CT		775 Wood Ave
Marcelo Garcia Jiu-Jitsu Association Connecticut	Bridgeport	CT	mgctbjj.com	775 Wood Ave
ZR Association CT	Bridgeport	CT	zrbridgeportbjj.com	1313 Connecticut Ave
Ascension Athletics - Mixed Martial Arts & BJJ	Bristol	CT	ascensionathleticsct.com	99 Farmington Ave
RiSu Martial Arts Academy	Bristol	CT		508 Birch St
360 Defense Martial Arts Colchester CT	Colchester	CT	facebook.com	52 Mill St
Greenwich Jiu Jitsu	Cos Cob	CT	greenwichjiujitsu.com	219 E Putnam Ave
Jiu-Jitsu And Strength Academy	Cromwell	CT	jiujitsuct.com	229 Shunpike Road
American Top Team Connecticut BJJ, MMA, Muay Thai Danbury, CT	Danbury	CT	americantopteamdanbury.com	16 Beaver Brook Rd #3
BJJ For Christ Jiu Jitsu	Danbury	CT	bjjforchrist.org	346 Main St Unit B
Danbury Academy Mixed Martial Arts	Danbury	CT	da-mma.com	35 Hayestown Rd
Team Delima Brazilian Jiu-Jitsu Association	Danbury	CT	delimajiujitsu.com	1 Memorial Drive
Squared Brazilian Jiu-Jitsu Danielson, CT	Danielson	CT	facebook.com	521 Davis Rd
Northeast Elite Wrestling Center	Enfield	CT	northeastelitewrestling.com	72 Shaker Road
Royce Gracie Jiu Jitsu	Enfield	CT	gracieenfield.com	3648 E Enfield St
Connecticut Martial Arts Training Center	Fairfield	CT	ctmma.com	530 Kings Hwy Cutoff
Fit Club BJJ	Fairfield	CT	fitclubct.com	1496 Post Rd
Gracie Sports Brazilian Jiu-Jitsu Fairfield	Fairfield	CT	graciesportsusa.com	220 Carter Henry Dr
Hammer Jiu Jitsu	Fairfield	CT	hammerbjj.com	1499 Post Rd #17
Fortitude Jiu Jitsu	Glastonbury	CT	fortitudejj.com	180 Oakwood Dr
Giroux BJJ	Glastonbury	CT		2217 New London Turnpike
Team Link Glastonbury	Glastonbury	CT	teamlinkbjjglastonbury.com	60 Village Pl
Mackavi Martial Arts	Griswold	CT	mackavimartialarts.com	5 Preston Rd
Gabrieles Martial Arts - Groton, CT	Groton	CT	gabrielesmartialarts.com	1028 Poquonnock Rd
Team Dexter Vale Tudo	Groton	CT		1083 Buddington Rd
Xtreme Martial Arts Training	Guilford	CT		725 Boston Post Rd
Bashta's Martial Arts	Hamden	CT	bashtasmartialarts.com	60 Connolly Pkwy Bldg 7B
Soulcraft Brazilian Jiu-Jitsu	Hamden	CT	soulcraftbjj.com	1125 Dixwell Avenue
Underdog Brazilian Jiu-Jitsu	Hartford	CT	underdogbjj.com	20 New Park Ave
Bushido Hebron Brazilian Jiu Jitsu	Hebron	CT	bushidobjj.com	111 Main St
Modern Self Defense Center	Meriden	CT	modernselfdefense.com	1263 E Main St
Bagwell Academy of Martial Arts	Milford	CT	bagwellacademy.com	487 Bridgeport Ave
Fifth Dimension Brazilian Jiu-Jitsu MMA	Milford	CT		130 Old Gate Ln
Fighting Arts Academy CT	Milford	CT	fightingartsct.com	333 Quarry Rd
Renzo Gracie Milford	Milford	CT	renzograciemilford.com	354 Woodmont Rd
Vincent Brightman's Carlson Gracie MMA & BJJ	Naugatuck	CT	vbrightmantraining.com	26 Hotchkiss Street
New Britain Judo and Dynamic Arts	New Britain	CT	newbritainjudo.org	83 W Main St
Strikezone MMA	New London	CT	strikezonemma.com	367 Bank St
Whaling City Athletic Club	New London	CT	whalingcityathletics.com	436 Broad St
ZenDo Ju-Jitsu	New Milford	CT	zendojujitsu.com	80 Park Lane Rd
CT Krav Maga & MMA	North Branford	CT	ctkravmagamma.com	5 Foxon Rd #6
Ultimate MMA Training Center	North Haven	CT	ultimatemmact.com	79 State Street
Tom Smith's Forge Martial Arts Academy	Northford	CT	forgeacademyct.com	1060 Middletown Ave
Gracie Sports USA Brazilian Jiu Jitsu and Self-Defense	Norwalk	CT	graciesportsusa.com	770 Connecticut Ave
Jonesly MMA Academy Norwalk: Muay Thai, Kickboxing, Jiu Jitsu	Norwalk	CT	joneslymma.com	61 Main St
Ronin Martial Arts - Westport	Norwalk	CT	westportmma.com	508 Westport Ave
Sono Dojo & Martial Arts Fitness	Norwalk	CT	sonomartialartsfitness.com	21 Hanford Pl
Submit! Brazilian Jiu-Jitsu Academy	Norwalk	CT	submitbjj.com	261 Main Ave
360 Defense Martial Arts (Macarra BJJ Affiliated Academy)	Norwich	CT	360defensemartialarts.com	15 Wawecus St
CT Combat Training Center	Oakville	CT	ctcombat.com	27 Main St
Viana Brothers Martial Fight Club in Steel Beach Gym	Oakville	CT	facebook.com	900 Main St
RISE Martial Arts Academy	Old Lyme	CT	risemartialartsacademy.com	19 Halls Rd #103
Renzo Gracie Shoreline Academy	Old Saybrook	CT	shorelinebjj.com	139 Mill Rock Rd E
Plainville Martial Arts	Plainville	CT	plainvillemartialarts.com	32 Whiting St
Endure Brazilian Jiu-Jitsu Academy	Shelton	CT	endurejj.com	215 Bridgeport Ave
Kobukai Jujitsu - South Windsor	South Windsor	CT	ctjujitsu.com	405 Sullivan Ave
Solid Base BJJ	Southington	CT	solidbasebjj.com	1079 Queen St
UFC GYM Southington	Southington	CT	ufcgym.com	235 Queen St
Carlson Gracie Team - CT/Cesar Pereira BJJ	Stamford	CT	bjjstamfordct.com	76 Progress Dr Ste 238
Elevate Personal Training + MMA	Stamford	CT		1 Barry Pl Bldg#5
Ronin Jiu Jitsu	Stamford	CT		81 Summer St
Stamford Judo	Stamford	CT	stamfordjudo.us	100 Research Dr
Tiger Schulmann's Martial Arts Stamford CT	Stamford	CT	tsk.com	2770 Summer St 2nd floor
Cruvinel Brothers Brazilian Jiujitsu / GFTeam	Stratford	CT	cruvinelbrothers.com	60 Access Road
Iceman's Martial Arts Academy	Stratford	CT	icemansmartialarts.com	588 Success Ave
IPD Jiujitsu and Fitness	Tolland	CT	ipdct.com	30 Industrial Park Rd E
Secret Pages Brazilian Jiu-Jitsu	Tolland	CT	secretpagesbjj.com	45 Industrial Park Rd W
Jitsu Academy	Wallingford	CT	jitsuacademy.com	600 N Colony Rd
Jiu Jitsu Life SCA	Wallingford	CT	jitslifesca.com	342 Quinnipiac St
Performance Combat MMA	Wallingford	CT	performancecombatmma.com	220 N Colony Rd
IMB Academy CT	Waterbury	CT	jessymiele.wixsite.com	1669 Thomaston Ave # 4
Practical Self Defense Training Center	Waterbury	CT	psdtc.com	847 Hamilton Ave
Thunder Martial Arts Academy	Watertown	CT	teamthundermma.net	30 Echo Lake Rd Third Floor
House of Jujitsu	West Hartford	CT	houseofjujitsu.com	625 New Park Ave
Plus One Defense Systems	West Hartford	CT	teamplusone.com	20 Jefferson Ave
Royce Gracie Brazilian Jiu Jitsu	West Hartford	CT	gracie-jiu-jitsu.com	276 Park Rd
Assembly of the Martial Arts Academy	West Haven	CT	westhavenmartialartsschools.com	841 Jones Hill Rd
Renzo Gracie Training Facility	West Haven	CT	renzograciect.com	680 Campbell Ave
Hartford Dojo	Wethersfield	CT	gracieacademy.com	48 Silas Deane Hwy
East Coast Martial Arts	Annapolis	MD	eastcoastmartialarts.com	81c Forest Plaza
